"cYr","pptAvg","tminAvg","tmaxAvg","tmeanAvg","tAvg"
1974,1155.24956335616,4.68183647260274,16.8891445490868,10.7854905108447,10.7854905108448
1975,1523.706875,4.87336329908676,16.5526269977169,10.7129951484018,10.7129951484018
1976,1356.86476883562,3.5252218892694,16.354825913242,9.94002390125571,9.94002390125571
1977,1034.2209760274,4.41644763127854,16.6839233732877,10.5501855022831,10.5501855022831
1978,1263.72700342466,3.79442494292237,15.729013270548,9.76171910673517,9.76171910673517
1979,1699.29157534247,4.24504566210046,15.6406385559361,9.94284210901826,9.94284210901827
1980,1052.87595890411,4.06223672945205,16.3064226598174,10.1843296946347,10.1843296946347
1981,1108.01668664384,3.57758989726028,15.9603032248859,9.76894656107306,9.76894656107306
1982,1307.12781678082,4.3100285388128,16.4154908675799,10.3627597031964,10.3627597031964
1983,1528.445,4.27403752853881,16.2809653253425,10.2775014269406,10.2775014269406
1984,1446.87678082192,4.89326055936073,16.6831178652968,10.7881892123288,10.7881892123288
1985,1365.25148116438,4.82266837899544,16.9975734874429,10.9101209332192,10.9101209332192
1986,1014.09057363014,4.50061572488585,16.9906735159817,10.7456446204338,10.7456446204338
1987,1403.97296232877,4.34591966324202,16.9479166666667,10.6469181649543,10.6469181649543
1988,1033.93148116438,3.4246475456621,16.7671910673516,10.0959193065069,10.0959193065069
1989,1432.28017123288,4.18353595890411,16.253803510274,10.218669734589,10.218669734589
1990,1344.6083390411,5.53663456050229,18.1644342180365,11.8505343892694,11.8505343892694
1991,1085.88459760274,5.31243293378996,18.0066110159817,11.6595219748858,11.6595219748858
1992,1466.70875856164,4.20975028538813,16.0465175513699,10.128133918379,10.128133918379
1993,1395.19452054795,4.11561786529681,16.5494199486301,10.3325189069635,10.3325189069635
1994,1408.37830479452,4.43680008561644,16.5213177796804,10.4790589326484,10.4790589326484
1995,1452.77660958904,4.57981378424658,16.1376690924657,10.3587414383562,10.3587414383562
1996,1803.89117294521,4.07885273972602,15.4270005707763,9.75292665525115,9.75292665525114
1997,1212.69022260274,4.28814854452054,16.1711379851598,10.2296432648402,10.2296432648402
1998,1338.96508561644,5.95701555365298,17.852883847032,11.9049497003425,11.9049497003425
1999,1289.42598458904,4.86483019406392,17.659394977169,11.2621125856164,11.2621125856164
2000,1143.42932363014,4.55265054223744,16.4215125570776,10.4870815496575,10.4870815496575
2001,1033.6757619863,4.64238085045661,17.2773865582192,10.9598837043379,10.9598837043379
2002,1153.93159246575,5.29749999999999,17.2696974885845,11.2835987442922,11.2835987442922
2003,1905.33843321918,4.84579765981735,15.6710480878996,10.2584228738584,10.2584228738585
2004,1435.37357020548,5.1550142694064,16.3140196917808,10.7345169805936,10.7345169805936
2005,1292.59002568493,4.89223530251143,16.460383847032,10.6763095747717,10.6763095747717
2006,1325.62056506849,5.1548216324201,17.3483811358447,11.2516013841324,11.2516013841324
2007,979.543296232876,5.24982519977169,17.0673715753425,11.1585983875571,11.1585983875571
2008,1264.93976883562,4.82434075342466,16.4889483447489,10.6566445490868,10.6566445490868
2009,1410.25238869863,4.5278160673516,15.6346875,10.0812517836758,10.0812517836758
2010,1248.22392979452,4.98310573630137,16.8116859303653,10.8973958333333,10.8973958333333
2011,1413.13620946669,6.12551756902367,17.0691814721035,11.5973495205636,11.5973495205636
2012,1078.37152734195,6.27808178982098,17.6748097779306,11.9764457838758,11.9764457838758
2013,1374.13674335447,5.3007074898457,15.8241893210232,10.5624484054344,10.5624484054344
