"cYr","pptAvg","tminAvg","tmaxAvg","tmeanAvg","tAvg"
1974,1233.75375160051,2.63521233461374,14.9028339735382,8.76902315407598,8.76902315407597
1975,1375.396184379,3.48231540759709,15.1092605633803,9.29578798548869,9.29578798548868
1976,1182.94316261204,1.89077358087922,14.5522684592403,8.22152102005976,8.22152102005975
1977,1281.87866837388,2.53415813060178,14.8286448997012,8.68140151515151,8.68140151515151
1978,1057.25215108835,1.70253094323517,14.0669099445156,7.88472044387537,7.88472044387537
1979,1327.43965428937,3.14581412718738,14.5841090482288,8.86496158770807,8.86496158770807
1980,885.726402048656,2.26099338454972,14.8684517712335,8.5647225778916,8.56472257789159
1981,973.616017925737,2.63364703371745,14.8520209133589,8.7428339735382,8.74283397353819
1982,985.817451984635,2.24464361929151,14.8002091335894,8.52242637644046,8.52242637644047
1983,1366.64311139565,3.05111288945795,15.3600149381135,9.20556391378575,9.20556391378573
1984,1203.93291933419,3.00423495518566,14.9923868971404,8.99831092616305,8.99831092616304
1985,1090.62016645326,2.83739116517286,15.0171212121212,8.92725618864702,8.92725618864704
1986,1220.4299871959,2.81290332906531,14.8249114383269,8.81890738369612,8.81890738369612
1987,1134.03087067862,2.85669120785319,15.1570081092616,9.00684965855741,9.00684965855741
1988,976.824020486555,2.19935125906957,14.8594504908237,8.52940087494664,8.52940087494665
1989,1200.89959026889,2.46336107554418,14.2388422962015,8.35110168587281,8.35110168587282
1990,1314.19964148528,4.13083760136578,16.1065087494665,10.1186731754161,10.1186731754161
1991,909.928271446863,3.85001493811354,16.3592989756722,10.1046569568929,10.1046569568929
1992,1089.59074263764,2.62824690567648,13.9748122065728,8.30152955612463,8.30152955612463
1993,1116.36837387964,2.61612249253093,14.7726419120785,8.69438220230474,8.69438220230473
1994,1256.80907810499,2.53380495091762,14.9769270166453,8.75536598378147,8.75536598378147
1995,999.416197183099,2.86789265898421,15.1481956892872,9.00804417413572,9.00804417413572
1996,1522.07944942382,2.78201344430218,14.2719206145967,8.52696702944942,8.52696702944943
1997,962.645582586428,2.34537878787879,14.4975746905676,8.42147673922321,8.42147673922322
1998,1099.68307298335,4.49250960307298,16.1859677763551,10.339238689714,10.339238689714
1999,1077.01172855314,3.30642552283397,15.8601141698677,9.58326984635084,9.58326984635084
2000,1188.92521126761,2.62043960734102,14.3304481434059,8.47544387537346,8.47544387537345
2001,868.773790012804,3.30684805804524,15.4735115236876,9.39017979086641,9.39017979086641
2002,1193.74745198463,3.82309539052497,15.6168128467776,9.7199541186513,9.7199541186513
2003,1484.42274007682,2.90041826717884,13.941112889458,8.42076557831839,8.42076557831841
2004,1283.79658130602,3.31801856594111,14.5031103286385,8.91056444728979,8.9105644472898
2005,1313.39568501921,3.1717851045668,15.2205644472898,9.19617477592828,9.1961747759283
2006,1329.65371318822,4.30941421254801,15.803915919761,10.0566650661545,10.0566650661545
2007,1244.8919078105,3.30654182671788,14.9232138284251,9.11487782757149,9.11487782757149
2008,1295.48262483995,3.25279342723005,15.0326120358515,9.14270273154077,9.14270273154076
2009,1203.23426376441,3.18287451984635,14.2232298335467,8.70305217669654,8.70305217669655
2010,1198.63787451985,4.12261950490824,15.6459389671362,9.8842792360222,9.8842792360222
2011,1861.24849412261,3.77725510875714,15.2460614163475,9.51165826255232,9.51165826255232
2012,1115.60880717425,4.47851330741786,16.1838944447483,10.3312038760831,10.3312038760831
2013,1097.55284233435,3.02789602089526,14.5834231026852,8.80565956179025,8.80565956179025
